name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Soldier's Helm,BotW_Soldier%27s_Helm_Icon.png?version=8f962ff08beb3d4c9ea3c6a366134e53 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/juaIspuFFc5SUwB69OYImA/fwrq1SowuGVzi_FJkO3yhg9d1wsvaymp3zpN2u3KmZBIAdoVqbJYnFGhcN9-pBJ2zn5SB3UGbpVtDBkKOWV7SdxXzQIBFT6JNY0Dmr4KGE9NwkP4vQW4xD0IOb4sWSS-2bmBr40qhis-UKdi_MMlV17covGaMbqReAjPNQtmBK-glG5TB1Q3dxNo86VZSmhq/LTXKGR-yhtPl9rGCWdDw2q1DPR7CzrHtZengFrB2hmA),Armor,Head,,,,,,4.0,7.0,12.0,18.0,28.0,,"Headgear made from sturdy metals for frontline soldiers. Praised for their defensive capabilities, the only helms that remain are those that survived the Calamity.",50.0,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Mask,BotW_Stealth_Mask_Icon.png?version=9c2f7d1f6c56f948c9e9d0b919c94a4a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/uD7osr70HAA-UtVgggr_cQ/yFehDdWs5eAraFsfQAmjrqkD4SStbWEWKZJrSIbTjrxJgsbHNVomPyB37HpVplcD2SPNkRFMgL9M8JGTMpzpxufDe1DwQNJSRkYd8SZSXbGgTvRezlWDpT4xEjJUXnzXI6KqMP73lbVx3xuHC18ioFI1jGvHYo32dGQtvsOXrQY/iIl-72NDMNHDv6-etjcZtnC4nyVED45b_fSj2U9puNU),Armor,Head,,,,,,2.0,4.0,6.0,9.0,16.0,Stealth,"It may look like a regular cloth mask, but it was made using Sheikah crafting techniques to suppress the noisy rustling of clothes. Perfect for sneaking about.",125.0,,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Thunder Helm,BotW_Thunder_Helm_Icon.png?version=aef2d850b44b4b9947659dff3be8b81f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/QWovA641_DKIFk0ONdfrAQ/sv8PilvbkKcJV9GgEgHV3HwQHtlUl7NIbjcNSo8Ylws-EU6P_zfOZS2oCz-Fj6GKrm3kyPYTMUpl6nzhca3eh7OavVWcvZe10bdlZeSob3MNqgsZZMes5Fm6R9QF_7l2GSGkGdk1WYbyjq2pxccZjtjZYt3OnVkuwmNpVzlgj2A/0wifiUeB2E7b2M5BzzdijO4Gzevyw_PdefQJ5bRJoLQ),Armor,Head,,,,,,3.0,,,,,Lightning Proof,A precious heirloom passed down among the Gerudo. It deflects lightning strikes and is traditionally worn only by the Gerudo chief.,,,,,,,,Quest - Thunder Helm Side,
Tingle's Hood,BotW_Tingle%27s_Hood_Icon.png?version=5161f8506e73a83becb9a1ab54fdd38d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YV07GkCvDW_2157lGVTqcQ/e5D7F4J0waA0bNOLcOdAxAHWY-7oWPqw8_lZSZ9WVa4NmWnAzsv45Rcl9bs6falP4KQeoea58QJhrOrt5uBX04_IHhXwlSJuhOZLwLEaNgWYNT-aPURYmPPBiZu37NUdtFA21A-J7wIXLfXFpMbqDfMBP_ixF2Yj7x9ls0YCjL0/GbDi6mzn3FYTRtIkCNq2Qq93-Acy_O6pUJJFxuXV1A8),Armor,Head,,,,,,2.0,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured this hood, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Topaz Earrings,BotW_Topaz_Earrings_Icon.png?version=c44a6ed9fa6c0421234d6a360a5866af (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/EXUnp1rSnBPGgE3PhJLoXQ/iUZw9p_WmKrkx9LN-_Fp4NPBM1DrvMxcVkS0aOa3BsyMEDog4RstrkVbwLwHtb_o57YJTkC4XGv8mF6gU4n5faMucFbDfsvwGIwSSLG0CB9Cnpvq-VyWLbWM6I4ViyVVongzZ1eoI9j9Q4JSTYbr0UpbEjonq666JzOVcYfZ6NY/TFe9r0Tn6M9pGFb-EslNXzE9flfquxS5hU0Aj9A_baE),Armor,Head,,,,,,3.0,5.0,8.0,12.0,18.0,Shock Resist,"Earrings made by Gerudo craft workers. They're made with topaz, a gem that harnesses the power of lightning to increase electricity resistance.",100.0,,"Topaz x2, Flint x3","Topaz x4, Flint x3","Topaz x6, Star Fragment x1","Topaz x10, Star Fragment x1","Star Fragment,Topaz,Flint",Gerudo Secret Club,
Zora Helm,BotW_Zora_Helm_Icon.png?version=86503c4ddb73ef544f8bfe98168487d1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/NUTD3p07bkctYdOtTfApAg/Gyqiv33FdJxXyMICq-_E6mWtIHy7lo9acgMrysUOg55bjXhurEvtzh_O1TkFBWiFCjblqBEoKE7GHyw1XafokFxtZ_mxaRZJz4OIE72xIzNUc4i53XU-MjCf_ZIWyNI_swjVZnd6POFzrH_2S_hCZSr9Coh6_EL5M7alMtq1tPw/-bS54E3aaAP4sjxiRnRIp8fLCJXULJioWtwADdl8s28),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Swim Speed,Zora headgear made from dragon scales. Increases swimming speed and allows you to use Spin Attack.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x5, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
Ancient Greaves,BotW_Ancient_Greaves_Icon.png?version=81451c77a188d32e92657a1319274e42 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/CmBRFZWfHnM1HvF0CR1JEQ/AUbgFPkeDTl2pUrzyW7Y3YdxjllT6t5Ix6fBNFi-TJoe6KSVOOKvVFt7qGuMiKU7bNsG4rlWraxV_9Kz1E47Ix6fyNnPBnWX7BA0k_dL4NyWfQ4PlpNr4ZPYKCudVBo-5o4NN-9jSkkn_z_DK06p0G3ydWXO1WBC8JbPTmtOhNo/Jtt7vhS-alTlAeOSWa1JXIEvl5jGg00n1YjIut7eJVw),Armor,Leg,,,,,,4.0,7.0,12.0,18.0,28.0,Guardian Resist,Robbie engineered these greaves at the research institute using the same technology found in Guardian automata. They reduce damage from ancient weaponry.,125.0,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Leg Wraps,BotW_Barbarian_Leg_Wraps_Icon.png?version=074669c287e6224597282b04d426d3de (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/-7rqt6UMt57eGoBp5TSvuw/JddtpxJiWSWmPDEvsUikf77LwAQjebE6hDQAkCIEKhk8kX7conpwlgPy77KNNXa-jOe_USQ98Lz5NUw4GmF7lV2OryBWrN4dY2eqRnHo73bD8IGlPE4QoxR-pVN3-Ocux4Yv7sRyOu7HizgawGrJDcE33_DrEXVnMh3324XHLKjJ0MCvv8Rt2TSuycOlq-cg/xoeJ38kCCJ9Fdfg_8hggJOy8dgFbEYk4-DzSCKDcPW4),Armor,Leg,,,,,,3.0,4.0,8.0,12.0,20.0,Attack,These leg wraps were favored by a warlike tribe from the Faron region long ago. They're adorned with traditional markings that bolster your fighting spirit to raise your attack power.,600.0,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Tu Ka'loh,
Climbing Boots,BotW_Climbing_Boots_Icon.png?version=a112ef4ea1f0ed70a8a279ebb9f1f348 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/fTkH18gylHMe-7KafELZbA/qCi7r58TYx1lfgsFtXo0nsgQb4NUYO-kgPVLvjSVl_bwbe8-9cj1Wa4iAp35kp8ggwvj588mSIhacP2TcCG_3lzHDBWpaoT1k5NDGuiuACAW7g5Lzf-ZgScE2xCsepoVqeP7TJXtKOT4SdYbmVkLsfMXp6_2A3QxPaxbXWNWJtA/9CFLwi_eKa7gNwBJUD2NViYwWnAPtF3YRyOZT4KAc-A),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Climb Speed,These rock-climbing boots have special no-slip toes that help you cling to walls. This ancient technology facilitates more nimble climbing.,600.0,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Tahno O'ah,
Dark Trousers,BotW_Dark_Trousers_Icon.png?version=d9da0a4c7dbf186d0e3046cb5cae0d67 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/OySKmW4uaDtbr3q_jlfbmg/2_0JEqpwutxLmFNPFTUBNkXs-irZ9gwy7C_zVTsjfrMgpr2-41IFMilXK3YdEbKAEyAaCT1G-WEa7LDEuD955qmAlT_AMqpe6P89TE92_20RatPxVFlriNqUcZTwm_p8HuCV4eBkdnlr2TQdbgAvpccnd6KGP2F5JF9cjCqXVAQ/Zz2Tg8rjhNRKqe-6DH6uubdeXo0cVXnZdsORBGl6Um4),Armor,Leg,,,,,,3.0,,,,,,"The result of Kilton's research into monsters. Looks like your average leg wear at first, but these were created based on the image of a monster born of darkness.",9.0,Night Speed,,,,,,Kilton's Shop,
Desert Voe Trousers,BotW_Desert_Voe_Trousers_Icon.png?version=df47f8dbd056533554f4741c4cd1da4f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/zOvSQIU4oLW304LpYwyKSg/AX3vDWbF7c6JVF9eHvmKou_aFneNb1MhgwAzGxNPnlIGeAKJyc6LcJBechgsqb8ruLQcIsBJxc21X7HOEzSqSUyM_qLtVDaC2GHGkV3UYflpbjjSWDlScjllKKJZdWKA28E1nQrlC4J-h5TO6dPP9RM8DV4iBOXoDyXTtWxWkArjaOPP5hVNhfccrUBR05OZ/CejnyeSsLOgHJHTQmSnVomNxBvwpLIW9RnDjYIxdUDc),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Heat Resist,"Gerudo-made trousers for men sold rarely by Gerudo retailers. Sapphire is used in their creation, which harnesses the power of ice to make the heat more tolerable.",165.0,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Boots,BotW_Fierce_Deity_Boots.png?version=30464356f8ef5ea1fb00cbe4953dd320 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/2TdKQKtH2lPvKOaOMG_mpg/EWceggo4FoFidRU6_kQAIxCXZbkcHpbB617fNcwrVirJpF0wGZa4pE5pGnUHdcFJqlXQ8gKKLzJ9zUnDSfUNOGI8tn_tkouPeAzGvmFx4ae_TjiQ5-uNw8s7-3QrS9WTcYbKLOd8O2YYRGiRFhwd0hpnhuYbbMAfa84zPJEuiig/ToumkL4PNr6yK02vTr4omB6iw1_CWeOAjLa1TzPdgXE),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Attack,"According to legend, these boots were once worn by a hero from a world in which the moon threatened to fall. Wearing them provides godlike power.",125.0,Charge Attack Stamina,"Hinox Toenail x5, Farosh's Scale x1","Hinox Tooth x5, Farosh's Claw x1","Hinox Guts x5, Shard of Farosh's Fang x1","Lynel Guts x5, Shard of Farosh's Horn  x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Boots,BotW_Flamebreaker_Boots_Icon.png?version=7b19515761f2c492a5fe46d0718d37e0 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/U5DtfXHzgLbrbqwwRAP0dA/_Tl-3CtBRlV_z6Ar9vP8mh2VEafQ9z_v3rs8nUd4defdpLikN25ymY--EXqP0Pap8TV4sPlCeJMATmUATkoQSxGY7K49CeSmfvzCRWofQAjBhHpZU_zlwTH6V1d8X6CIzCkgIj6xqH5PdK_fYwJMC6cWBVH6hYTFdGzfltUWCI8sLwEOz2k2pV8AyhgZEPDF/yYKKhcSOvlcI79SAGCw_GXBaf2-vI29r8YuwI9cCKlQ),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Flame Guard,Goron artisans used flame-resistant rocks to craft these fireproof boots for curious Hylians visiting Goron City.,175.0,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Sirwal,BotW_Gerudo_Sirwal_Icon.png?version=a2f09a473d73cead597eecedfe9004e6 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ZX2oQ7yeE6Tg-uA4lB_vBw/yid-DtjkncSsf5iTTpFQPr3dUT86gXdQ9yAQfVLMNoMz1s_qHu6O4BLh6C9SIfDtmOKTlpIy6CbtkXrgLoJOloh4Wa9jYKpidIolbtBPlphNIui5y6Wc41MNYqZpW3DchIzSitddFQlenb0hiuW57DMh-Tq2FQQUyIwHEU9Fa0E/yx3fj14T0BJqSBWC1jWASBN4L9zXwv8S7-CbXdDpZNc),Armor,Leg,,,,,,3.0,,,,,Gerudo Town Entry,"Gerudo favor this traditional sirwal. Its short length allows for ease of movement, and its subtle design is quite fashionable.",45.0,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Trousers,BotW_Hylian_Trousers_Icon.png?version=d0bda340130c53637fc5c2e1c0b3b43a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ggEfAFLuvlzXANbKvL7dWg/KZJaxR2vR2qWJGunAI0alkKVTIACe9j-AunD1wJ-pEyz6v9JzduUByjEZK7rz3VPIee8fekjNyW5qA1GnFzrt5YhvyXPCdhiJMRTbUHMqApJbLV-C6r5_j3Ya3ivCKD7qvH1Oo4Siy9Y5Krzbowq19HTdWNysJ9gedZjjvYPgyE/G5tDBPlI5CPhdbbO8u818ST9Cvy1ZQJufsI0cqlItcE),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,,"Traditional dress trousers of Hyrule. The plush fabric makes these trousers quite comfortable, and their high durability makes them ideal for travelers.",25.0,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Phantom Greaves,BotW_Phantom_Greaves_Icon.png?version=4defa2384c453f66f46641ca20698888 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/dUmUEfAwrbcchfwmatUUIA/aHDT0ohl0jER4l32FZTTnKql5f0NJoZx_zEXCAqcsEMBWL-l4pSFets7PdcRxy9zsaKsDCAYG-4VNElwQAioRlASGrCS2fWcMTF4q0xJOfg6lpxUrdJQkXRAdP7pJxqITDolHOW3N-bIA3o6vomyD9vQTZxIl47tgZHSMAR782k/XtSeBJLiyaeI5FL9ccoiFNHmLXKEC20HweTrWRdj1Bk),Armor,Leg,,,,,,8.0,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. These greaves looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Tights,BotW_Radiant_Tights_Icon.png?version=4c198b8dfd8a2d7dcbd3fc922c59e189 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/-gvo4wdS4tBiUFjOxYYojg/IFHXBCZAXVlcQJfggiBCAo_RtISP5hGmKYLoD6D7HWszCHoem_7qnuo1HtB-SjoEgOGSBcRgPJaTDAN_Q3l4zmD-zMqgaxL_BDFGPHjsGnh5YlCS6CsupBNsy8t_clR-oFXOKyPtoQBOPoj6aqJqFvAhiA91Cjk2HKo_-h1qTGU/S0bB9DlCAzT1N10vI7HSF0VvJ8__54p9l_HGaCQUj7w),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Stal Lure,"These tights are sold in the Gerudo Secret Club. They're painted with dye from crushed luminous stones, which gives them an eerie glow in the dark.",200.0,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Tights,BotW_Rubber_Tights_Icon.png?version=3d61ff515f246533dbaa8caf5398943f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/RDNOnKncAsxWhzjoTlL9Yw/7Xwm6MLr1jLCLmRLa12WRzk6oIIJVgNVwSImtDjvIkBIjSKhgLNuERkmu4IaMPRB6eqz71DlflIFwIr4GBnK3xqnTVg_oLUKGIIOL45wWG5wKEzVo_kt75xKuba8c6Ur-bNGnSD4SCNgPff_W6QkI8gSwOgd7cOTKZF5Z7twewk/_wZIRdvlyeY39lC0S8_l9ybrmiCwLHDkDCviZ_mxEsE),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Shock Resist,"These invaluable tights are resistant to electricity. They're made with something called ""rubber,"" an ancient technology that no longer exists in this modern age.",600.0,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Qukah Nata,
Sand Boots,BotW_Sand_Boots_Icon.png?version=00f14ba50c0ada7e82a6c4c9b53fecee (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Um8u_vjzih5kb8hoZi4KvA/AucO82UudVLH4PFWDGNMA0Mjg8OHyqG1tXYrnCluPd2oLlqgjspeRgmxWSZiBk7hJ55tP_PkT6UwcoZAOiLpPSQImM6HxfWDitv-V-fYC6RlNFaLQfBT6_SKljUkK6Rt5btQ8-5Yst0_iV-ewsT0Xp6OaA4byuydEL_YCvnTk48/S4LXhlq7ZI1VT4MWilg5x7l0vLNNOvnMpeFL1bfDORo),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Sand Speed,Gerudo artisans modified these boots for life in the desert. The special soles distribute your body weight evenly so you can maintain your normal movement speed on sand.,200.0,,"Molduga Fin x5, Hightail Lizard x10","Molduga Fin x10, Swift Carrot x10","Molduga Guts x3, Rushroom x15","Molduga Guts x5, Swift Violet x15","Molduga Fin,Hightail Lizard,Swift Carrot,Molduga Guts,Rushroom,Swift Violet",Quest - The Eight Heroine,
Snow Boots,BotW_Snow_Boots_Icon.png?version=c6035aa617418c66e2cbcfe009c47ecb (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/FHISSba34Ik99gBbxNRlgQ/I6eLRtXSnFOjWP7lglKuB8udafp-39jDExa9rkdTkm91vxACNp46XiUcZofeEn60nVHAtzf8d7_VKdGnMgs8CxSCHW0BFoZXrIatuecwYCVOwlF8JfPijSC84OXTi9RHJ4y5CTj5DLoIu9kg998cALsRyQwoVZjT_4P71qLY4es/tVPAW670c7TuyobZFC7KiuH-k2WWssglpObvjAXPHGk),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Snow Speed,Bozai was kind enough to lend you these boots. They evenly distribute your body weight so you can maintain your normal walking speed over deep snow.,200.0,,"Octorok Tentacle x5, Hightail Lizard x10","Octo Balloon x5, Swift Carrot x10","Octorok Eyeball x5, Rushroom x15","Naydra's Scale x5, Swift Violet x15","Octorok Tentacle,Hightail Lizard,Octo Balloon,Swift Carrot,Octorok Eyeball,Rushroom,Naydra's Scale,Swift Violet",Quest - The Forgotten Sword,
Snowquill Trousers,BotW_Snowquill_Trousers_Icon.png?version=28f29c8b019e9b21c4392030e47de6d8 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Xm66r5mt5nhBsrRohsjK-g/jAKLpaN3BdIYg_71Z9-6SmL6WARvd-pWawz1Qb39f90ZuRTUSYWr04GIwfQvrImyRywk78_5i6-IoqjV2Hjun9-2J6PopdLqQBbI11DWksiYEEZ0lkewukan3uJxw5pBWM289amaYGQxtGLO_k9hOcAlyofqs6iQUECJzd8hFbwZBtBsrJnw_XlCJJ7_WpqH/eO_pKyvomPaSOv0AWnDZbwv1wU-9DhbSOb_DXKReIKE),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,Cold Resist,"The Rito sell these trousers to Hylians in Rito Village. The inside is lined with Rito feathers, so they excel at retaining body heat.",140.0,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Greaves,BotW_Soldier%27s_Greaves_Icon.png?version=8ffe1eeb0735a00e1ca33aa69f078af6 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/FFL8UMr3-3j57KT_GU8JQQ/VL81oPu80R92IT0Ad_679OZLun-uPHnSIUBQEJJn7-uMFJGv2xWpyhwlDfnoEaaqJ6-BorkMEIOcVS06Bp-r5D-fZkQMmzIILEF2OiajaJMX6Ir4ABhM8udY-yelOQ84ApGCGlQhYbExFMJlv9pGfTqUFGsM3Hs0rGY2MwfNyxPADoBnlLGH-85JMBemi7Tl/Jdj9S8X2yyeWA6o_Pu1RWrleeVO6v2qQKJ-gEzPwnkQ),Armor,Leg,,,,,,4.0,7.0,12.0,18.0,28.0,,"Hyrulean guards favored these greaves. They owe their distinctly high defense to the metal plates they're made from, but the added weight takes some getting used to.",65.0,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Tights,BotW_Stealth_Tights_Icon.png?version=a6edd8f54df9eaf5526819de2eb57f5b (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/vTmMOvWtyyJDKc6sZALb3A/yk2ctMLRkcvfhwJNW1xEbiPs2pqHV54nR6TFuEh33AAKhQ54lhj6fA3brtkZm3vxKTSutijC5gHkdaHllwHWn6CpOdn-wvZiiaS1GgVxlfjzcG88XCQUqHIlZ-Lk1YeAU_UyJW_n2qxk_vboGZa_jRY01lv5nOENwev6Y0LuSBE/z8POIUl1wWkBVRz2vwJXqshgQaMJJFaGc0rQaR5-pXU),Armor,Leg,,,,,,2.0,4.0,6.0,9.0,16.0,Stealth,"Members of the Sheikah tribe wear these tights when they need to move stealthily. They're made from noise-suppressing cloth, a hallmark of ancient Sheikah technology.",150.0,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Tights,BotW_Tingle%27s_Tights_Icon.png?version=4f88b7454cf252b52e8b898c1900b6e3 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/-J4iTaTU1c6sjStn3mWM-w/Pf7PfvTNNYK0uIOI6hMg5_-I6mnSxWVxqCJRybxL9SVGFiTUynPhjTaw6knZdcVuNcyuij1YKVnMuNGmzaFJ_8_PG_BtW1QNVD3TT34Q6jj-I033xe9dDOlUZ3zFCA7a9sSR2vz90rM-Yci_Bx_j_-345ay8zEKeJZbpd6FAneAUliYh2wilgrJXOLWFyewf/jmbSXLAo15aTHQCrgatCFjsz6Si0gwUl1h_Njiwg2A8),Armor,Leg,,,,,,2.0,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured these tights, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Trousers of the Hero,BotW_Trousers_of_the_Hero_Icon.png?version=7ca579c9ae8d1b747bcbdc60ea959b2a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/EVRpm-XAp3kAZfDRT3KxVQ/ARNB44HvlNOrE_HidwdQFQUsSslk-RJIykhcXgsdKy60o8Ss_6m7_eiq3bLI3JIFevSADhmKNpeMXPuqW4r8vUAmDWkFId2frHS-WkfpWQMbQdrokySke7jORLmC2h8izNZuwTLUFeGUW8TECsFS2ivijBcIvi0XcvenyYXy97IGg7TPa4_G_D0qxeYpH5eb/mC6S85oBScVTC3M6gJ-Aj1RsSiY_jbRnpQtJ3_EuUZE),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,,"Legends say these trousers were favored by a hero from an ancient age. Their simple design is a rare aesthetic these days, but there's something classic about them.",125.0,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Trousers of Time,BotW_Trousers_of_Time_Icon.png?version=71486942be6e9d3fffa1f1562d1f521e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/hrgme9dE6O6jklWhmazHJw/nKmkQr_Evk7hXhZyhIe6CS2ISw7Vr7mz-SKIgDufnhvMfSKd5x-8fdcsTI8SaoPN5aChmxqQbceXai5jbc71oTbNoRGYOGYBTMXUyz9AQycDHi8K8ga1c70QSR35MEUNauMR3xvgB9XVj5d_bzeG7PPbB3QVww2mN0W8X-MUy9JFpuiJvnPrt1Y67fc3qhf2/20q9b6FTp1tf3d8eqRmzWiY_dZjgzPU9fH_27asFXPc),Armor,Leg,,,,,,3.0,5.0,8.0,12.0,20.0,,Legends say these trousers were once worn by a hero who traveled through time. They were originally made by people who made their home in the forest.,125.0,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Star Fragment,Amber",Amiibo - Ocarina of Time,
